Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
11/6/2020	Nevada County	56				
11/6/2020	Orange County	757	177	78	78	
11/6/2020	Placer County	68	54	12	12	
11/6/2020	Plumas County					
11/6/2020	Riverside County	249	249	15	15	
11/6/2020	Sacramento County	382	359	63	63	
11/6/2020	San Benito County					
11/6/2020	San Bernardino County	427	427	20		20
11/6/2020	San Diego County	784	43	44	44	
11/6/2020	San Francisco County	2,731	2,018	91	91	
11/6/2020	San Joaquin County	73	62			
11/6/2020	San Luis Obispo County	155		14	14	
11/6/2020	San Mateo County	166	166			
11/6/2020	Santa Barbara County	95	55			
11/6/2020	Santa Clara County	837	562	105	12	
11/6/2020	Santa Cruz County	266	174	35		12
11/6/2020	Shasta County	93	90			
11/6/2020	Sierra County					
11/6/2020	Siskiyou County					
11/6/2020	Solano County	126	115			
11/6/2020	Sonoma County	94	78	24	24	
11/6/2020	Stanislaus County	124	61			
11/6/2020	Sutter County	16	14			
11/6/2020	Tehama County					
11/6/2020	Trinity County					
11/6/2020	Tulare County	133	82			
11/6/2020	Tuolumne County	21	21			
11/6/2020	Ventura County	362	183			
11/6/2020	Wilton Rancheria Tribe					
11/6/2020	Yolo County	157	151			
11/6/2020	Yuba County					
11/9/2020	Alameda County	973	769	91	91	
11/9/2020	Alpine County					
11/9/2020	Amador County					
11/9/2020	Bishop Paiute Tribal Council					
11/9/2020	Butte County	108	108			
11/9/2020	Calaveras County	29				
11/9/2020	Colusa County					
11/9/2020	Contra Costa County	548	476			
11/9/2020	Del Norte County	30	29			
11/9/2020	El Dorado County	48	48			
11/9/2020	Fresno County	363	348	28	28	
11/9/2020	Glenn County					
11/9/2020	Humboldt County	74	45	15		
11/9/2020	Imperial County	136	17	80	79	
11/9/2020	Inyo County					
11/9/2020	Kern County			15	15	
11/9/2020	Kings County	64	58			
11/9/2020	Lake County					
11/9/2020	Lassen County					
11/9/2020	Los Angeles County	4,561	3,349	651	651	
11/9/2020	Madera County	23				
11/9/2020	Marin County	85	51	44		
11/9/2020	Mariposa County					
11/9/2020	Mendocino County					
11/9/2020	Merced County	40	24			
11/9/2020	Modoc County					
11/9/2020	Mono County					
11/9/2020	Monterey County	133	87	108	15	
11/9/2020	Napa County	111	99	18	12	
11/9/2020	Nevada County	56				
11/9/2020	Orange County	757	177	78	78	
11/9/2020	Placer County	68	56	12	12	
11/9/2020	Plumas County					
11/9/2020	Riverside County	246	246	15	15	
11/9/2020	Sacramento County	382	361	63	63	
11/9/2020	San Benito County					
11/9/2020	San Bernardino County	427	427	20		20
11/9/2020	San Diego County	828	37	44	44	
11/9/2020	San Francisco County	2,731	2,024	91	91	
11/9/2020	San Joaquin County	73	62			
11/9/2020	San Luis Obispo County	155		14	14	
11/9/2020	San Mateo County	168	168			
11/9/2020	Santa Barbara County	95	60			
11/9/2020	Santa Clara County	837	562	105	12	
11/9/2020	Santa Cruz County	266	177	35		12
11/9/2020	Shasta County	93	90			
11/9/2020	Sierra County					
11/9/2020	Siskiyou County					
11/9/2020	Solano County	126	115			
11/9/2020	Sonoma County	94	78	24	24	
11/9/2020	Stanislaus County	124	61			
11/9/2020	Sutter County	16	14			
11/9/2020	Tehama County					
11/9/2020	Trinity County					
11/9/2020	Tulare County	133	82			
11/9/2020	Tuolumne County	21	21			
11/9/2020	Ventura County	362	183			
11/9/2020	Wilton Rancheria Tribe					
11/9/2020	Yolo County	157	151			
11/9/2020	Yuba County					
11/10/2020	Alameda County	973	762	91	91	
11/10/2020	Alpine County					
11/10/2020	Amador County					
11/10/2020	Bishop Paiute Tribal Council					
11/10/2020	Butte County	106	106			
11/10/2020	Calaveras County	29				
11/10/2020	Colusa County					
11/10/2020	Contra Costa County	548	490			
11/10/2020	Del Norte County	30	29			
11/10/2020	El Dorado County	48	48			
11/10/2020	Fresno County	363	348	28	28	
11/10/2020	Glenn County					
11/10/2020	Humboldt County	74	45	15		
11/10/2020	Imperial County	136	17	80	79	
11/10/2020	Inyo County					
11/10/2020	Kern County			15	15	
11/10/2020	Kings County	64	58			
11/10/2020	Lake County					
11/10/2020	Lassen County					
11/10/2020	Los Angeles County	4,562	3,317	651	651	
11/10/2020	Madera County	23				
11/10/2020	Marin County	85	51	44		
11/10/2020	Mariposa County					
11/10/2020	Mendocino County	36	11			
11/10/2020	Merced County	40	24			
11/10/2020	Modoc County					
11/10/2020	Mono County					
11/10/2020	Monterey County	133	87	108	15	
11/10/2020	Napa County	111	99	18	12	
11/10/2020	Nevada County	56				
11/10/2020	Orange County	757	190	78	78	
11/10/2020	Placer County	68	56	12	12	
11/10/2020	Plumas County					
11/10/2020	Riverside County	246	246	15	15	
11/10/2020	Sacramento County	382	361	63	63	
11/10/2020	San Benito County					
11/10/2020	San Bernardino County	427	427	20		20
11/10/2020	San Diego County	784	37	44	44	
11/10/2020	San Francisco County	2,731	2,024	91	91	
11/10/2020	San Joaquin County	73	62			
11/10/2020	San Luis Obispo County	155		14	14	
11/10/2020	San Mateo County	169	169			
11/10/2020	Santa Barbara County	95	55			
11/10/2020	Santa Clara County	837	562	105	12	
11/10/2020	Santa Cruz County	266	177	35		12
11/10/2020	Shasta County	93	90			
11/10/2020	Sierra County					
11/10/2020	Siskiyou County					
11/10/2020	Solano County	126	115			
11/10/2020	Sonoma County	94	78	24	24	
11/10/2020	Stanislaus County	124	61			
11/10/2020	Sutter County	16	14			
11/10/2020	Tehama County					
11/10/2020	Trinity County					
11/10/2020	Tulare County	133	82			
11/10/2020	Tuolumne County	21	21			
11/10/2020	Ventura County	362	183			
11/10/2020	Wilton Rancheria Tribe					
11/10/2020	Yolo County	157	149			
11/10/2020	Yuba County					
11/12/2020	Alameda County	973	755	91	91	
11/12/2020	Alpine County					
11/12/2020	Amador County					
11/12/2020	Bishop Paiute Tribal Council					
11/12/2020	Butte County	106	106			
11/12/2020	Calaveras County	29				
11/12/2020	Colusa County					
11/12/2020	Contra Costa County	548	484			
11/12/2020	Del Norte County	30	29			
11/12/2020	El Dorado County	48	48			
11/12/2020	Fresno County	363	348	28	28	
11/12/2020	Glenn County					
11/12/2020	Humboldt County	74	45	15		
11/12/2020	Imperial County	117	13	80	79	
11/12/2020	Inyo County					
11/12/2020	Kern County			15	15	
11/12/2020	Kings County	64	58			
11/12/2020	Lake County					
11/12/2020	Lassen County					
11/12/2020	Los Angeles County	4,563	3,308	651	651	
11/12/2020	Madera County	23				
11/12/2020	Marin County	85	51	44		
11/12/2020	Mariposa County					
11/12/2020	Mendocino County	36	11			
11/12/2020	Merced County	40	24			
11/12/2020	Modoc County					
11/12/2020	Mono County					
11/12/2020	Monterey County	133	88	108	15	
11/12/2020	Napa County	111	99	18	12	
11/12/2020	Nevada County	56				
11/12/2020	Orange County	757	191	78	78	
11/12/2020	Placer County	68	56	12	12	
11/12/2020	Plumas County					
11/12/2020	Riverside County	245	245	15	15	
11/12/2020	Sacramento County	382	361	63	63	
11/12/2020	San Benito County					
11/12/2020	San Bernardino County	427	427	20		20
11/12/2020	San Diego County	784	41	44	44	
11/12/2020	San Francisco County	2,731	2,024	91	91	
11/12/2020	San Joaquin County	73	62			
11/12/2020	San Luis Obispo County	155		14	14	
11/12/2020	San Mateo County	169	169			
11/12/2020	Santa Barbara County	95	52			
11/12/2020	Santa Clara County	837	579	105	12	
11/12/2020	Santa Cruz County	266	180	35		12
11/12/2020	Shasta County	93	90			
11/12/2020	Sierra County					
11/12/2020	Siskiyou County					
11/12/2020	Solano County	126	116			
11/12/2020	Sonoma County	94	78	24	24	
11/12/2020	Stanislaus County	134	69			
11/12/2020	Sutter County	16	14			
11/12/2020	Tehama County					
11/12/2020	Trinity County					
11/12/2020	Tulare County	133	81			
11/12/2020	Tuolumne County	21	21			
11/12/2020	Ventura County	362	183			
11/12/2020	Wilton Rancheria Tribe					
11/12/2020	Yolo County	157	149			
11/12/2020	Yuba County					
11/13/2020	Alameda County	973	761	91	91	
11/13/2020	Alpine County					
11/13/2020	Amador County					
11/13/2020	Bishop Paiute Tribal Council					
11/13/2020	Butte County	108	108			
11/13/2020	Calaveras County	29				
11/13/2020	Colusa County					
11/13/2020	Contra Costa County	548	482			
11/13/2020	Del Norte County	30	29			
11/13/2020	El Dorado County	48	48			
11/13/2020	Fresno County	363	348	28	28	
11/13/2020	Glenn County					
11/13/2020	Humboldt County	74	45	15		
11/13/2020	Imperial County	117	13	80	79	
11/13/2020	Inyo County					
11/13/2020	Kern County			15	15	
11/13/2020	Kings County	64	58			
11/13/2020	Lake County					
11/13/2020	Lassen County					
11/13/2020	Los Angeles County	4,563	3,258	651	651	
11/13/2020	Madera County	23				
11/13/2020	Marin County	85	53	44		
11/13/2020	Mariposa County					
11/13/2020	Mendocino County	26	11			
11/13/2020	Merced County	40	24			
11/13/2020	Modoc County					
11/13/2020	Mono County					
11/13/2020	Monterey County	133	88	108	15	
11/13/2020	Napa County	111	99	18	12	
11/13/2020	Nevada County	56				
11/13/2020	Orange County	757	191	78	78	
11/13/2020	Placer County	68	56	12	12	
11/13/2020	Plumas County					
11/13/2020	Riverside County	239	239	15	15	
11/13/2020	Sacramento County	382	361	63	63	
11/13/2020	San Benito County					
11/13/2020	San Bernardino County	427	427	20		20
11/13/2020	San Diego County	784	41	44	44	
11/13/2020	San Francisco County	2,731	2,024	91	91	
11/13/2020	San Joaquin County	73	62			
11/13/2020	San Luis Obispo County	155		14	14	
11/13/2020	San Mateo County	171	171			
11/13/2020	Santa Barbara County	95	53			
11/13/2020	Santa Clara County	837	579	105	12	
11/13/2020	Santa Cruz County	266	179	35		12
11/13/2020	Shasta County	93	90			
11/13/2020	Sierra County					
11/13/2020	Siskiyou County					
11/13/2020	Solano County	126	115			
11/13/2020	Sonoma County	94	78	24	24	
11/13/2020	Stanislaus County	134	69			
11/13/2020	Sutter County	16	14			
11/13/2020	Tehama County					
11/13/2020	Trinity County					
11/13/2020	Tulare County	133	81			
11/13/2020	Tuolumne County	21	21			
11/13/2020	Ventura County	362	183			
11/13/2020	Wilton Rancheria Tribe					
11/13/2020	Yolo County	157	149			
11/13/2020	Yuba County					
11/16/2020	Alameda County	973	760	91	91	
11/16/2020	Alpine County					
11/16/2020	Amador County					
11/16/2020	Bishop Paiute Tribal Council					
11/16/2020	Butte County	108	108			
11/16/2020	Calaveras County	29				
11/16/2020	Colusa County					
11/16/2020	Contra Costa County	548	492			
11/16/2020	Del Norte County	30	29			
11/16/2020	El Dorado County	48	48			
11/16/2020	Fresno County	363	348	28	28	
11/16/2020	Glenn County					
11/16/2020	Humboldt County	74	45	15		
11/16/2020	Imperial County	117	13	80	79	
11/16/2020	Inyo County					
11/16/2020	Kern County			15	15	
11/16/2020	Kings County	64	58			
11/16/2020	Lake County					
11/16/2020	Lassen County					
11/16/2020	Los Angeles County	4,563	3,261	651	651	
11/16/2020	Madera County	23				
11/16/2020	Marin County	85	53	44		
11/16/2020	Mariposa County					
11/16/2020	Mendocino County	27	12			
11/16/2020	Merced County	40	24			
11/16/2020	Modoc County					
11/16/2020	Mono County					
11/16/2020	Monterey County	133	89	108	15	
11/16/2020	Napa County	111	99	18	12	
11/16/2020	Nevada County	56				
11/16/2020	Orange County	757	204	78	78	
11/16/2020	Placer County	68	56	12	12	
11/16/2020	Plumas County					
11/16/2020	Riverside County	239	239	15	15	
11/16/2020	Sacramento County	382	361	63	63	
11/16/2020	San Benito County					
11/16/2020	San Bernardino County	427	427	20		20
11/16/2020	San Diego County	784	48	44	44	
11/16/2020	San Francisco County	2,731	2,021	91	91	
11/16/2020	San Joaquin County	73	62			
11/16/2020	San Luis Obispo County	155		14	14	
11/16/2020	San Mateo County	171	171			
11/16/2020	Santa Barbara County	95	50			
11/16/2020	Santa Clara County	837	583	105	12	
11/16/2020	Santa Cruz County	266	178	35		12
11/16/2020	Shasta County	97	92			
11/16/2020	Sierra County					
11/16/2020	Siskiyou County					
11/16/2020	Solano County	126	115			
11/16/2020	Sonoma County	94	78	24	24	
11/16/2020	Stanislaus County	139	74			
11/16/2020	Sutter County	16	16			
11/16/2020	Tehama County					
11/16/2020	Trinity County					
11/16/2020	Tulare County	133	84			
11/16/2020	Tuolumne County	21	21			
11/16/2020	Ventura County	362	183			
11/16/2020	Wilton Rancheria Tribe					
11/16/2020	Yolo County	157	148			
11/16/2020	Yuba County					
11/17/2020	Alameda County	973	757	91	91	
11/17/2020	Alpine County					
11/17/2020	Amador County					
11/17/2020	Bishop Paiute Tribal Council					
11/17/2020	Butte County	108	108			
11/17/2020	Calaveras County	29				
11/17/2020	Colusa County					
11/17/2020	Contra Costa County	548	491			
11/17/2020	Del Norte County	30	29			
11/17/2020	El Dorado County	48	48			
11/17/2020	Fresno County	363	348	28	28	
11/17/2020	Glenn County					
11/17/2020	Humboldt County	74	45	15		
11/17/2020	Imperial County	117	14	80	79	
11/17/2020	Inyo County					
11/17/2020	Kern County			15	15	
11/17/2020	Kings County	64	58			
11/17/2020	Lake County					
11/17/2020	Lassen County					
11/17/2020	Los Angeles County	4,564	3,259	651	651	
11/17/2020	Madera County	23				
11/17/2020	Marin County	85	53	44		
11/17/2020	Mariposa County					
11/17/2020	Mendocino County	27	12			
11/17/2020	Merced County	40	24			
11/17/2020	Modoc County					
11/17/2020	Mono County					
11/17/2020	Monterey County	133	89	108	15	
11/17/2020	Napa County	111	99	18	12	
11/17/2020	Nevada County	56				
11/17/2020	Orange County	757	211	78	78	
11/17/2020	Placer County	68	56	12	12	
11/17/2020	Plumas County					
11/17/2020	Riverside County	236	236	15	15	
11/17/2020	Sacramento County	382	361	63	63	
11/17/2020	San Benito County					
11/17/2020	San Bernardino County	427	427	20		20
11/17/2020	San Diego County	784	53	44	44	
11/17/2020	San Francisco County	2,731	2,021	91	91	
11/17/2020	San Joaquin County	73	62			
11/17/2020	San Luis Obispo County	155		14	14	
11/17/2020	San Mateo County	169	169			
11/17/2020	Santa Barbara County	95	49			
11/17/2020	Santa Clara County	837	579	105	12	
11/17/2020	Santa Cruz County	266	181	35		12
11/17/2020	Shasta County	97	92			
11/17/2020	Sierra County					
11/17/2020	Siskiyou County					
11/17/2020	Solano County	126	115			
11/17/2020	Sonoma County	94	78	24	24	
11/17/2020	Stanislaus County	139	73			
11/17/2020	Sutter County	16	16			
11/17/2020	Tehama County					
11/17/2020	Trinity County					
11/17/2020	Tulare County	133	84			
11/17/2020	Tuolumne County	21	21			
11/17/2020	Ventura County	362	183			
11/17/2020	Wilton Rancheria Tribe					
11/17/2020	Yolo County	157	146			
11/17/2020	Yuba County					
11/18/2020	Alameda County	973	757	91	91	
11/18/2020	Alpine County					
11/18/2020	Amador County					
11/18/2020	Bishop Paiute Tribal Council					
11/18/2020	Butte County	108	108			
11/18/2020	Calaveras County	29				
11/18/2020	Colusa County					
11/18/2020	Contra Costa County	548	487			
11/18/2020	Del Norte County	30	29			
11/18/2020	El Dorado County	48	48			
11/18/2020	Fresno County	363	348	28	28	
11/18/2020	Glenn County					
11/18/2020	Humboldt County	74	45	15		
11/18/2020	Imperial County	117	14	80	79	
11/18/2020	Inyo County					
11/18/2020	Kern County			15	15	
11/18/2020	Kings County	64	58			
11/18/2020	Lake County					
11/18/2020	Lassen County					
11/18/2020	Los Angeles County	4,564	3,279	651	651	
11/18/2020	Madera County	23				
11/18/2020	Marin County	85	53	44		
11/18/2020	Mariposa County					
11/18/2020	Mendocino County	27	12			
11/18/2020	Merced County	40	35			
11/18/2020	Modoc County					
11/18/2020	Mono County					
11/18/2020	Monterey County	133	88	108	15	
11/18/2020	Napa County	111	99	18	12	
11/18/2020	Nevada County	56				
11/18/2020	Orange County	757	201	78	78	
11/18/2020	Placer County	68	56	12	12	
11/18/2020	Plumas County					
11/18/2020	Riverside County	236	236	15	15	
11/18/2020	Sacramento County	382	361	63	63	
11/18/2020	San Benito County					
11/18/2020	San Bernardino County	427	427	20		20
11/18/2020	San Diego County	784	53	44	44	
11/18/2020	San Francisco County	2,731	2,021	91	91	
11/18/2020	San Joaquin County	73	62			
11/18/2020	San Luis Obispo County	155		14	14	
11/18/2020	San Mateo County	165	165			
11/18/2020	Santa Barbara County	95	49			
11/18/2020	Santa Clara County	837	590	105	12	
11/18/2020	Santa Cruz County	266	184	35		12
11/18/2020	Shasta County	97	92			
11/18/2020	Sierra County					
11/18/2020	Siskiyou County					
11/18/2020	Solano County	126	115			
11/18/2020	Sonoma County	94	78	24	24	
11/18/2020	Stanislaus County	139	73			
11/18/2020	Sutter County	16	16			
11/18/2020	Tehama County					
11/18/2020	Trinity County					
11/18/2020	Tulare County	133	84			
11/18/2020	Tuolumne County	21	21			
11/18/2020	Ventura County	362	183			
11/18/2020	Wilton Rancheria Tribe					
11/18/2020	Yolo County	157	147			
11/18/2020	Yuba County					
11/19/2020	Alameda County	873	752	91	91	
11/19/2020	Alpine County					
11/19/2020	Amador County					
11/19/2020	Bishop Paiute Tribal Council					
11/19/2020	Butte County	107	107			
11/19/2020	Calaveras County	29				
11/19/2020	Colusa County					
