Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
10/20/2020	Tulare County	133	86			
10/20/2020	Tuolumne County	21	21			
10/20/2020	Ventura County	341	144			
10/20/2020	Wilton Rancheria Tribe					
10/20/2020	Yolo County	156	146			
10/20/2020	Yuba County					
10/21/2020	Alameda County	973	776	91	91	
10/21/2020	Alpine County					
10/21/2020	Amador County					
10/21/2020	Bishop Paiute Tribal Council					
10/21/2020	Butte County	105	105			
10/21/2020	Calaveras County	29				
10/21/2020	Colusa County					
10/21/2020	Contra Costa County	549	491			
10/21/2020	Del Norte County	29	29			
10/21/2020	El Dorado County	46	43			
10/21/2020	Fresno County	363	348	28	28	
10/21/2020	Glenn County					
10/21/2020	Humboldt County	74	45	15		
10/21/2020	Imperial County	136	26	80	79	
10/21/2020	Inyo County					
10/21/2020	Kern County			15	15	
10/21/2020	Kings County	64	58			
10/21/2020	Lake County					
10/21/2020	Lassen County					
10/21/2020	Los Angeles County	4,563	3,452	651	651	
10/21/2020	Madera County	23				
10/21/2020	Marin County	85	70	44		
10/21/2020	Mariposa County					
10/21/2020	Mendocino County					
10/21/2020	Merced County	75	17			
10/21/2020	Modoc County					
10/21/2020	Mono County					
10/21/2020	Monterey County	133	86	108	15	
10/21/2020	Napa County	111	99	18	12	
10/21/2020	Nevada County	56				
10/21/2020	Orange County	692	183	78	78	
10/21/2020	Placer County	68	57	12	12	
10/21/2020	Plumas County					
10/21/2020	Riverside County	268	270	15	15	
10/21/2020	Sacramento County	382	370	63	63	
10/21/2020	San Benito County					
10/21/2020	San Bernardino County	427	427	20		20
10/21/2020	San Diego County	828	119	44	44	
10/21/2020	San Francisco County	2,731	1,994	91	91	
10/21/2020	San Joaquin County	73	63			
10/21/2020	San Luis Obispo County	155		14	14	
10/21/2020	San Mateo County	168	168			
10/21/2020	Santa Barbara County	95	55			
10/21/2020	Santa Clara County	837	558	105	12	
10/21/2020	Santa Cruz County	256	159	35		12
10/21/2020	Shasta County	93	90			
10/21/2020	Sierra County					
10/21/2020	Siskiyou County					
10/21/2020	Solano County	126	111			
10/21/2020	Sonoma County	94	78	24	24	
10/21/2020	Stanislaus County	122	66			
10/21/2020	Sutter County	21	15			
10/21/2020	Tehama County					
10/21/2020	Trinity County					
10/21/2020	Tulare County	133	86			
10/21/2020	Tuolumne County	21	21			
10/21/2020	Ventura County	341	144			
10/21/2020	Wilton Rancheria Tribe					
10/21/2020	Yolo County	156	147			
10/21/2020	Yuba County					
10/22/2020	Alameda County	973	773	91	91	
10/22/2020	Alpine County					
10/22/2020	Amador County					
10/22/2020	Bishop Paiute Tribal Council					
10/22/2020	Butte County	105	105			
10/22/2020	Calaveras County	29				
10/22/2020	Colusa County					
10/22/2020	Contra Costa County	549	492			
10/22/2020	Del Norte County	29	28			
10/22/2020	El Dorado County	46	43			
10/22/2020	Fresno County	363	348	28	28	
10/22/2020	Glenn County					
10/22/2020	Humboldt County	74	45	15		
10/22/2020	Imperial County	136	25	80	79	
10/22/2020	Inyo County					
10/22/2020	Kern County			15	15	
10/22/2020	Kings County	64	58			
10/22/2020	Lake County					
10/22/2020	Lassen County					
10/22/2020	Los Angeles County	4,563	3,453	651	651	
10/22/2020	Madera County	23				
10/22/2020	Marin County	85	70	44		
10/22/2020	Mariposa County					
10/22/2020	Mendocino County					
10/22/2020	Merced County	40	23			
10/22/2020	Modoc County					
10/22/2020	Mono County					
10/22/2020	Monterey County	133	81	108	15	
10/22/2020	Napa County	111	99	18	12	
10/22/2020	Nevada County	56				
10/22/2020	Orange County	692	172	78	78	
10/22/2020	Placer County	68	57	12	12	
10/22/2020	Plumas County					
10/22/2020	Riverside County	263	265	15	15	
10/22/2020	Sacramento County	382	370	63	63	
10/22/2020	San Benito County					
10/22/2020	San Bernardino County	427	427	20		20
10/22/2020	San Diego County	828	116	44	44	
10/22/2020	San Francisco County	2,731	1,967	91	91	
10/22/2020	San Joaquin County	73	62			
10/22/2020	San Luis Obispo County	155		14	14	
10/22/2020	San Mateo County	168	168			
10/22/2020	Santa Barbara County	95	55			
10/22/2020	Santa Clara County	837	558	105	12	
10/22/2020	Santa Cruz County	256	154	35		12
10/22/2020	Shasta County	93	90			
10/22/2020	Sierra County					
10/22/2020	Siskiyou County					
10/22/2020	Solano County	126	111			
10/22/2020	Sonoma County	94	78	24	24	
10/22/2020	Stanislaus County	122	66			
10/22/2020	Sutter County	21	15			
10/22/2020	Tehama County					
10/22/2020	Trinity County					
10/22/2020	Tulare County	133	85			
10/22/2020	Tuolumne County	21	21			
10/22/2020	Ventura County	341	144			
10/22/2020	Wilton Rancheria Tribe					
10/22/2020	Yolo County	157	146			
10/22/2020	Yuba County					
10/23/2020	Alameda County	973	773	91	91	
10/23/2020	Alpine County					
10/23/2020	Amador County					
10/23/2020	Bishop Paiute Tribal Council					
10/23/2020	Butte County	105	105			
10/23/2020	Calaveras County	29				
10/23/2020	Colusa County					
10/23/2020	Contra Costa County	549	490			
10/23/2020	Del Norte County	29	28			
10/23/2020	El Dorado County	46	43			
10/23/2020	Fresno County	363	348	28	28	
10/23/2020	Glenn County					
10/23/2020	Humboldt County	74	45	15		
10/23/2020	Imperial County	136	25	80	79	
10/23/2020	Inyo County					
10/23/2020	Kern County			15	15	
10/23/2020	Kings County	64	58			
10/23/2020	Lake County					
10/23/2020	Lassen County					
10/23/2020	Los Angeles County	4,562	3,452	651	651	
10/23/2020	Madera County	23				
10/23/2020	Marin County	85	70	44		
10/23/2020	Mariposa County					
10/23/2020	Mendocino County					
10/23/2020	Merced County	40	23			
10/23/2020	Modoc County					
10/23/2020	Mono County					
10/23/2020	Monterey County	133	81	108	15	
10/23/2020	Napa County	111	99	18	12	
10/23/2020	Nevada County	56				
10/23/2020	Orange County	692	172	78	78	
10/23/2020	Placer County	68	57	12	12	
10/23/2020	Plumas County					
10/23/2020	Riverside County	263	263	15	15	
10/23/2020	Sacramento County	382	370	63	63	
10/23/2020	San Benito County					
10/23/2020	San Bernardino County	427	427	20		20
10/23/2020	San Diego County	828	110	44	44	
10/23/2020	San Francisco County	2,731	1,973	91	91	
10/23/2020	San Joaquin County	73	62			
10/23/2020	San Luis Obispo County	155		14	14	
10/23/2020	San Mateo County	167	167			
10/23/2020	Santa Barbara County	95	56			
10/23/2020	Santa Clara County	837	559	105	12	
10/23/2020	Santa Cruz County	256	157	35		12
10/23/2020	Shasta County	93	90			
10/23/2020	Sierra County					
10/23/2020	Siskiyou County					
10/23/2020	Solano County	126	110			
10/23/2020	Sonoma County	94	78	24	24	
10/23/2020	Stanislaus County	122	66			
10/23/2020	Sutter County	21	15			
10/23/2020	Tehama County					
10/23/2020	Trinity County					
10/23/2020	Tulare County	133	84			
10/23/2020	Tuolumne County	21	21			
10/23/2020	Ventura County	341	144			
10/23/2020	Wilton Rancheria Tribe					
10/23/2020	Yolo County	157	148			
10/23/2020	Yuba County					
10/26/2020	Alameda County	973	779	91	91	
10/26/2020	Alpine County					
10/26/2020	Amador County					
10/26/2020	Bishop Paiute Tribal Council					
10/26/2020	Butte County	105	105			
10/26/2020	Calaveras County	29				
10/26/2020	Colusa County					
10/26/2020	Contra Costa County	549	491			
10/26/2020	Del Norte County	30	29			
10/26/2020	El Dorado County	46	43			
10/26/2020	Fresno County	363	348	28	28	
10/26/2020	Glenn County					
10/26/2020	Humboldt County	74	45	15		
10/26/2020	Imperial County	136	25	80	79	
10/26/2020	Inyo County					
10/26/2020	Kern County			15	15	
10/26/2020	Kings County	64	58			
10/26/2020	Lake County					
10/26/2020	Lassen County					
10/26/2020	Los Angeles County	4,562	3,456	651	651	
10/26/2020	Madera County	23				
10/26/2020	Marin County	85	70	44		
10/26/2020	Mariposa County					
10/26/2020	Mendocino County					
10/26/2020	Merced County	40	23			
10/26/2020	Modoc County					
10/26/2020	Mono County					
10/26/2020	Monterey County	133	83	108	15	
10/26/2020	Napa County	111	99	18	12	
10/26/2020	Nevada County	56				
10/26/2020	Orange County	692	172	78	78	
10/26/2020	Placer County	68	62	12	12	
10/26/2020	Plumas County					
10/26/2020	Riverside County	263	263	15	15	
10/26/2020	Sacramento County	382	359	63	63	
10/26/2020	San Benito County					
10/26/2020	San Bernardino County	427	427	20		20
10/26/2020	San Diego County	828	104	44	44	
10/26/2020	San Francisco County	2,731	1,977	91	91	
10/26/2020	San Joaquin County	73	62			
10/26/2020	San Luis Obispo County	155		14	14	
10/26/2020	San Mateo County	166	166			
10/26/2020	Santa Barbara County	95	57			
10/26/2020	Santa Clara County	837	559	105	12	
10/26/2020	Santa Cruz County	256	158	35		12
10/26/2020	Shasta County	93	90			
10/26/2020	Sierra County					
10/26/2020	Siskiyou County					
10/26/2020	Solano County	126	110			
10/26/2020	Sonoma County	94	78	24	24	
10/26/2020	Stanislaus County	122	66			
10/26/2020	Sutter County	21	15			
10/26/2020	Tehama County					
10/26/2020	Trinity County					
10/26/2020	Tulare County	133	84			
10/26/2020	Tuolumne County	21	21			
10/26/2020	Ventura County	341	144			
10/26/2020	Wilton Rancheria Tribe					
10/26/2020	Yolo County	157	149			
10/26/2020	Yuba County					
10/27/2020	Alameda County	973	775	91	91	
10/27/2020	Alpine County					
10/27/2020	Amador County					
10/27/2020	Bishop Paiute Tribal Council					
10/27/2020	Butte County	105	105			
10/27/2020	Calaveras County	29				
10/27/2020	Colusa County					
10/27/2020	Contra Costa County	549	485			
10/27/2020	Del Norte County	30	29			
10/27/2020	El Dorado County	46	43			
10/27/2020	Fresno County	363	348	28	28	
10/27/2020	Glenn County					
10/27/2020	Humboldt County	74	45	15		
10/27/2020	Imperial County	136	25	80	79	
10/27/2020	Inyo County					
10/27/2020	Kern County			15	15	
10/27/2020	Kings County	64	58			
10/27/2020	Lake County					
10/27/2020	Lassen County					
10/27/2020	Los Angeles County	4,562	3,394	651	651	
10/27/2020	Madera County	23				
10/27/2020	Marin County	85	70	44		
10/27/2020	Mariposa County					
10/27/2020	Mendocino County					
10/27/2020	Merced County	40	23			
10/27/2020	Modoc County					
10/27/2020	Mono County					
10/27/2020	Monterey County	133	83	108	15	
10/27/2020	Napa County	111	99	18	12	
10/27/2020	Nevada County	56				
10/27/2020	Orange County	692	172	78	78	
10/27/2020	Placer County	68	62	12	12	
10/27/2020	Plumas County					
10/27/2020	Riverside County	263	263	15	15	
10/27/2020	Sacramento County	382	359	63	63	
10/27/2020	San Benito County					
10/27/2020	San Bernardino County	427	427	20		20
10/27/2020	San Diego County	828	102	44	44	
10/27/2020	San Francisco County	2,731	1,992	91	91	
10/27/2020	San Joaquin County	73	62			
10/27/2020	San Luis Obispo County	155		14	14	
10/27/2020	San Mateo County	167	167			
10/27/2020	Santa Barbara County	95	57			
10/27/2020	Santa Clara County	837	562	105	12	
10/27/2020	Santa Cruz County	256	158	35		12
10/27/2020	Shasta County	93	90			
10/27/2020	Sierra County					
10/27/2020	Siskiyou County					
10/27/2020	Solano County	126	110			
10/27/2020	Sonoma County	94	78	24	24	
10/27/2020	Stanislaus County	122	65			
10/27/2020	Sutter County	21	15			
10/27/2020	Tehama County					
10/27/2020	Trinity County					
10/27/2020	Tulare County	133	84			
10/27/2020	Tuolumne County	21	21			
10/27/2020	Ventura County	341	144			
10/27/2020	Wilton Rancheria Tribe					
10/27/2020	Yolo County	157	150			
10/27/2020	Yuba County					
10/28/2020	Alameda County	973	776	91	91	
10/28/2020	Alpine County					
10/28/2020	Amador County					
10/28/2020	Bishop Paiute Tribal Council					
10/28/2020	Butte County	97	97			
10/28/2020	Calaveras County	29				
10/28/2020	Colusa County					
10/28/2020	Contra Costa County	548	488			
10/28/2020	Del Norte County	30	29			
10/28/2020	El Dorado County	46	43			
10/28/2020	Fresno County	363	348	28	28	
10/28/2020	Glenn County					
10/28/2020	Humboldt County	74	45	15		
10/28/2020	Imperial County	136	25	80	79	
10/28/2020	Inyo County					
10/28/2020	Kern County			15	15	
10/28/2020	Kings County	64	58			
10/28/2020	Lake County					
10/28/2020	Lassen County					
10/28/2020	Los Angeles County	4,561	3,390	651	651	
10/28/2020	Madera County	23				
10/28/2020	Marin County	85	66	44		
10/28/2020	Mariposa County					
10/28/2020	Mendocino County					
10/28/2020	Merced County	40	23			
10/28/2020	Modoc County					
10/28/2020	Mono County					
10/28/2020	Monterey County	133	85	108	15	
10/28/2020	Napa County	111	99	18	12	
10/28/2020	Nevada County	56				
10/28/2020	Orange County	692	172	78	78	
10/28/2020	Placer County	68	62	12	12	
10/28/2020	Plumas County					
10/28/2020	Riverside County	262	262	15	15	
10/28/2020	Sacramento County	382	359	63	63	
10/28/2020	San Benito County					
10/28/2020	San Bernardino County	427	427	20		20
10/28/2020	San Diego County	828	88	44	44	
10/28/2020	San Francisco County	2,731	1,992	91	91	
10/28/2020	San Joaquin County	73	62			
10/28/2020	San Luis Obispo County	155		14	14	
10/28/2020	San Mateo County	167	167			
10/28/2020	Santa Barbara County	95	57			
10/28/2020	Santa Clara County	837	562	105	12	
10/28/2020	Santa Cruz County	256	161	35		12
10/28/2020	Shasta County	92	90			
10/28/2020	Sierra County					
10/28/2020	Siskiyou County					
10/28/2020	Solano County	126	110			
10/28/2020	Sonoma County	94	78	24	24	
10/28/2020	Stanislaus County	123	66			
10/28/2020	Sutter County	21	15			
10/28/2020	Tehama County					
10/28/2020	Trinity County					
10/28/2020	Tulare County	133	83			
10/28/2020	Tuolumne County	21	21			
10/28/2020	Ventura County	341	144			
10/28/2020	Wilton Rancheria Tribe					
10/28/2020	Yolo County	157	149			
10/28/2020	Yuba County					
10/29/2020	Alameda County	973	776	91	91	
10/29/2020	Alpine County					
10/29/2020	Amador County					
10/29/2020	Bishop Paiute Tribal Council					
10/29/2020	Butte County	101	101			
10/29/2020	Calaveras County	29				
10/29/2020	Colusa County					
10/29/2020	Contra Costa County	548	487			
10/29/2020	Del Norte County	30	29			
10/29/2020	El Dorado County	46	43			
10/29/2020	Fresno County	363	348	28	28	
10/29/2020	Glenn County					
10/29/2020	Humboldt County	74	45	15		
10/29/2020	Imperial County	136	25	80	79	
10/29/2020	Inyo County					
10/29/2020	Kern County			15	15	
10/29/2020	Kings County	64	58			
10/29/2020	Lake County					
10/29/2020	Lassen County					
10/29/2020	Los Angeles County	4,554	3,386	651	651	
10/29/2020	Madera County	23				
10/29/2020	Marin County	85	66	44		
10/29/2020	Mariposa County					
10/29/2020	Mendocino County					
10/29/2020	Merced County	40	24			
10/29/2020	Modoc County					
10/29/2020	Mono County					
10/29/2020	Monterey County	133	85	108	15	
10/29/2020	Napa County	111	99	18	12	
10/29/2020	Nevada County	56				
10/29/2020	Orange County	692	172	78	78	
10/29/2020	Placer County	68	61	12	12	
10/29/2020	Plumas County					
10/29/2020	Riverside County	261	261	15	15	
10/29/2020	Sacramento County	382	359	63	63	
10/29/2020	San Benito County					
10/29/2020	San Bernardino County	427	427	20		20
10/29/2020	San Diego County	828	89	44	44	
10/29/2020	San Francisco County	2,731	1,992	91	91	
10/29/2020	San Joaquin County	73	62			
10/29/2020	San Luis Obispo County	155		14	14	
10/29/2020	San Mateo County	168	168			
10/29/2020	Santa Barbara County	95	58			
10/29/2020	Santa Clara County	837	562	105	12	
10/29/2020	Santa Cruz County	256	164	35		12
10/29/2020	Shasta County	92	90			
10/29/2020	Sierra County					
10/29/2020	Siskiyou County					
10/29/2020	Solano County	126	110			
10/29/2020	Sonoma County	94	78	24	24	
10/29/2020	Stanislaus County	123	66			
10/29/2020	Sutter County	21	15			
10/29/2020	Tehama County					
10/29/2020	Trinity County					
10/29/2020	Tulare County	133	83			
10/29/2020	Tuolumne County	21	21			
10/29/2020	Ventura County	341	144			
10/29/2020	Wilton Rancheria Tribe					
10/29/2020	Yolo County	157	152			
10/29/2020	Yuba County					
10/30/2020	Alameda County	973	778	91	91	
10/30/2020	Alpine County					
10/30/2020	Amador County					
10/30/2020	Bishop Paiute Tribal Council					
10/30/2020	Butte County	101	101			
10/30/2020	Calaveras County	29				
10/30/2020	Colusa County					
10/30/2020	Contra Costa County	548	487			
10/30/2020	Del Norte County	30	29			
10/30/2020	El Dorado County	46	43			
10/30/2020	Fresno County	363	348	28	28	
10/30/2020	Glenn County					
10/30/2020	Humboldt County	74	45	15		
10/30/2020	Imperial County	136	25	80	79	
10/30/2020	Inyo County					
10/30/2020	Kern County			15	15	
10/30/2020	Kings County	64	58			
10/30/2020	Lake County					
10/30/2020	Lassen County					
10/30/2020	Los Angeles County	4,561	3,392	651	651	
10/30/2020	Madera County	23				
10/30/2020	Marin County	85	60	44		
10/30/2020	Mariposa County					
10/30/2020	Mendocino County					
10/30/2020	Merced County	40	24			
10/30/2020	Modoc County					
10/30/2020	Mono County					
10/30/2020	Monterey County	133	85	108	15	
10/30/2020	Napa County	111	99	18	12	
10/30/2020	Nevada County	56				
10/30/2020	Orange County	732	199	78	78	
10/30/2020	Placer County	68	61	12	12	
10/30/2020	Plumas County					
10/30/2020	Riverside County	260	260	15	15	
10/30/2020	Sacramento County	382	359	63	63	
10/30/2020	San Benito County					
10/30/2020	San Bernardino County	427	427	20		20
10/30/2020	San Diego County	828	91	44	44	
10/30/2020	San Francisco County	2,731	1,992	91	91	
10/30/2020	San Joaquin County	73	62			
10/30/2020	San Luis Obispo County	155		14	14	
10/30/2020	San Mateo County	168	168			
10/30/2020	Santa Barbara County	95	56			
10/30/2020	Santa Clara County	837	562	105	12	
10/30/2020	Santa Cruz County	266	166	35		12
10/30/2020	Shasta County	92	90			
10/30/2020	Sierra County					
10/30/2020	Siskiyou County					
10/30/2020	Solano County	126	112			
10/30/2020	Sonoma County	94	78	24	24	
10/30/2020	Stanislaus County	122	64			
10/30/2020	Sutter County	21	15			
10/30/2020	Tehama County					
10/30/2020	Trinity County					
10/30/2020	Tulare County	133	83			
10/30/2020	Tuolumne County	21	21			
10/30/2020	Ventura County	341	144			
10/30/2020	Wilton Rancheria Tribe					
10/30/2020	Yolo County	157	152			
10/30/2020	Yuba County					
11/2/2020	Alameda County	973	778	91	91	
11/2/2020	Alpine County					
11/2/2020	Amador County					
11/2/2020	Bishop Paiute Tribal Council					
11/2/2020	Butte County	101	101			
11/2/2020	Calaveras County	29				
11/2/2020	Colusa County					
11/2/2020	Contra Costa County	548	481			
11/2/2020	Del Norte County	30	29			
11/2/2020	El Dorado County	46	43			
11/2/2020	Fresno County	363	348	28	28	
11/2/2020	Glenn County					
11/2/2020	Humboldt County	74	45	15		
11/2/2020	Imperial County	136	25	80	79	
11/2/2020	Inyo County					
11/2/2020	Kern County			15	15	
11/2/2020	Kings County	64	58			
11/2/2020	Lake County					
11/2/2020	Lassen County					
11/2/2020	Los Angeles County	4,561	3,392	651	651	
11/2/2020	Madera County	23				
11/2/2020	Marin County	85	60	44		
11/2/2020	Mariposa County					
11/2/2020	Mendocino County					
11/2/2020	Merced County	40	24			
11/2/2020	Modoc County					
11/2/2020	Mono County					
11/2/2020	Monterey County	133	85	108	15	
11/2/2020	Napa County	111	99	18	12	
11/2/2020	Nevada County	56				
11/2/2020	Orange County	732	194	78	78	
11/2/2020	Placer County	68	61	12	12	
11/2/2020	Plumas County					
11/2/2020	Riverside County	259	259	15	15	
11/2/2020	Sacramento County	382	359	63	63	
11/2/2020	San Benito County					
11/2/2020	San Bernardino County	427	427	20		20
11/2/2020	San Diego County	828	83	44	44	
11/2/2020	San Francisco County	2,731	1,992	91	91	
11/2/2020	San Joaquin County	73	62			
11/2/2020	San Luis Obispo County	155		14	14	
11/2/2020	San Mateo County	166	166			
11/2/2020	Santa Barbara County	95	57			
11/2/2020	Santa Clara County	837	562	105	12	
11/2/2020	Santa Cruz County	266	168	35		12
11/2/2020	Shasta County	92	90			
11/2/2020	Sierra County					
11/2/2020	Siskiyou County					
11/2/2020	Solano County	126	112			
11/2/2020	Sonoma County	94	78	24	24	
11/2/2020	Stanislaus County	123	65			
11/2/2020	Sutter County	21	15			
11/2/2020	Tehama County					
11/2/2020	Trinity County					
11/2/2020	Tulare County	133	83			
11/2/2020	Tuolumne County	21	21			
11/2/2020	Ventura County	362	183			
11/2/2020	Wilton Rancheria Tribe					
11/2/2020	Yolo County	157	151			
11/2/2020	Yuba County					
11/3/2020	Alameda County	973	771	91	91	
11/3/2020	Alpine County					
11/3/2020	Amador County					
11/3/2020	Bishop Paiute Tribal Council					
11/3/2020	Butte County	108	108			
11/3/2020	Calaveras County	29				
11/3/2020	Colusa County					
11/3/2020	Contra Costa County	548	483			
11/3/2020	Del Norte County	30	29			
11/3/2020	El Dorado County	46	43			
11/3/2020	Fresno County	363	348	28	28	
11/3/2020	Glenn County					
11/3/2020	Humboldt County	74	45	15		
11/3/2020	Imperial County	136	17	80	79	
11/3/2020	Inyo County					
11/3/2020	Kern County			15	15	
11/3/2020	Kings County	64	58			
11/3/2020	Lake County					
11/3/2020	Lassen County					
11/3/2020	Los Angeles County	4,560	3,380	651	651	
11/3/2020	Madera County	23				
11/3/2020	Marin County	85	60	44		
11/3/2020	Mariposa County					
11/3/2020	Mendocino County					
11/3/2020	Merced County	40	24			
11/3/2020	Modoc County					
11/3/2020	Mono County					
11/3/2020	Monterey County	133	87	108	15	
11/3/2020	Napa County	111	99	18	12	
11/3/2020	Nevada County	56				
11/3/2020	Orange County	732	194	78	78	
11/3/2020	Placer County	68	61	12	12	
11/3/2020	Plumas County					
11/3/2020	Riverside County	259	259	15	15	
11/3/2020	Sacramento County	382	359	63	63	
11/3/2020	San Benito County					
11/3/2020	San Bernardino County	427	427	20		20
11/3/2020	San Diego County	828	74	44	44	
11/3/2020	San Francisco County	2,731	2,024	91	91	
11/3/2020	San Joaquin County	73	62			
11/3/2020	San Luis Obispo County	155		14	14	
11/3/2020	San Mateo County	166	166			
11/3/2020	Santa Barbara County	95	55			
11/3/2020	Santa Clara County	837	562	105	12	
11/3/2020	Santa Cruz County	266	171	35		12
11/3/2020	Shasta County	92	90			
11/3/2020	Sierra County					
11/3/2020	Siskiyou County					
11/3/2020	Solano County	126	113			
11/3/2020	Sonoma County	94	78	24	24	
11/3/2020	Stanislaus County	124	66			
11/3/2020	Sutter County	21	15			
11/3/2020	Tehama County					
11/3/2020	Trinity County					
11/3/2020	Tulare County	133	83			
11/3/2020	Tuolumne County	21	21			
11/3/2020	Ventura County	362	183			
11/3/2020	Wilton Rancheria Tribe					
11/3/2020	Yolo County	157	150			
11/3/2020	Yuba County					
11/4/2020	Alameda County	973	771	91	91	
11/4/2020	Alpine County					
11/4/2020	Amador County					
11/4/2020	Bishop Paiute Tribal Council					
11/4/2020	Butte County	108	108			
11/4/2020	Calaveras County	29				
11/4/2020	Colusa County					
11/4/2020	Contra Costa County	548	483			
11/4/2020	Del Norte County	30	29			
11/4/2020	El Dorado County	46	43			
11/4/2020	Fresno County	363	348	28	28	
11/4/2020	Glenn County					
11/4/2020	Humboldt County	74	45	15		
11/4/2020	Imperial County	136	17	80	79	
11/4/2020	Inyo County					
11/4/2020	Kern County			15	15	
11/4/2020	Kings County	64	58			
11/4/2020	Lake County					
11/4/2020	Lassen County					
11/4/2020	Los Angeles County	4,561	3,374	651	651	
11/4/2020	Madera County	23				
11/4/2020	Marin County	85	50	44		
11/4/2020	Mariposa County					
11/4/2020	Mendocino County					
11/4/2020	Merced County	40	24			
11/4/2020	Modoc County					
11/4/2020	Mono County					
11/4/2020	Monterey County	133	88	108	15	
11/4/2020	Napa County	111	99	18	12	
11/4/2020	Nevada County	56				
11/4/2020	Orange County	732	185	78	78	
11/4/2020	Placer County	68	54	12	12	
11/4/2020	Plumas County					
11/4/2020	Riverside County	251	251	15	15	
11/4/2020	Sacramento County	382	359	63	63	
11/4/2020	San Benito County					
11/4/2020	San Bernardino County	427	427	20		20
11/4/2020	San Diego County	828	74	44	44	
11/4/2020	San Francisco County	2,731	2,024	91	91	
11/4/2020	San Joaquin County	73	62			
11/4/2020	San Luis Obispo County	155		14	14	
11/4/2020	San Mateo County	166	166			
11/4/2020	Santa Barbara County	95	55			
11/4/2020	Santa Clara County	837	562	105	12	
11/4/2020	Santa Cruz County	266	175	35		12
11/4/2020	Shasta County	92	90			
11/4/2020	Sierra County					
11/4/2020	Siskiyou County					
11/4/2020	Solano County	126	112			
11/4/2020	Sonoma County	94	78	24	24	
11/4/2020	Stanislaus County	124	66			
11/4/2020	Sutter County	21	15			
11/4/2020	Tehama County					
11/4/2020	Trinity County					
11/4/2020	Tulare County	133	83			
11/4/2020	Tuolumne County	21	21			
11/4/2020	Ventura County	362	183			
11/4/2020	Wilton Rancheria Tribe					
11/4/2020	Yolo County	157	149			
11/4/2020	Yuba County					
11/5/2020	Alameda County	973	769	91	91	
11/5/2020	Alpine County					
11/5/2020	Amador County					
11/5/2020	Bishop Paiute Tribal Council					
11/5/2020	Butte County	108	108			
11/5/2020	Calaveras County	29				
11/5/2020	Colusa County					
11/5/2020	Contra Costa County	548	485			
11/5/2020	Del Norte County	30	29			
11/5/2020	El Dorado County	46	43			
11/5/2020	Fresno County	363	348	28	28	
11/5/2020	Glenn County					
11/5/2020	Humboldt County	74	45	15		
11/5/2020	Imperial County	136	17	80	79	
11/5/2020	Inyo County					
11/5/2020	Kern County			15	15	
11/5/2020	Kings County	64	58			
11/5/2020	Lake County					
11/5/2020	Lassen County					
11/5/2020	Los Angeles County	4,561	3,359	651	651	
11/5/2020	Madera County	23				
11/5/2020	Marin County	85	50	44		
11/5/2020	Mariposa County					
11/5/2020	Mendocino County					
11/5/2020	Merced County	40	24			
11/5/2020	Modoc County					
11/5/2020	Mono County					
11/5/2020	Monterey County	133	88	108	15	
11/5/2020	Napa County	111	99	18	12	
11/5/2020	Nevada County	56				
11/5/2020	Orange County	732	181	78	78	
11/5/2020	Placer County	68	54	12	12	
11/5/2020	Plumas County					
11/5/2020	Riverside County	250	250	15	15	
11/5/2020	Sacramento County	382	359	63	63	
11/5/2020	San Benito County					
11/5/2020	San Bernardino County	427	427	20		20
11/5/2020	San Diego County	784	41	44	44	
11/5/2020	San Francisco County	2,731	2,024	91	91	
11/5/2020	San Joaquin County	73	62			
11/5/2020	San Luis Obispo County	155		14	14	
11/5/2020	San Mateo County	164	164			
11/5/2020	Santa Barbara County	95	55			
11/5/2020	Santa Clara County	837	562	105	12	
11/5/2020	Santa Cruz County	266	173	35		12
11/5/2020	Shasta County	92	90			
11/5/2020	Sierra County					
11/5/2020	Siskiyou County					
11/5/2020	Solano County	126	112			
11/5/2020	Sonoma County	94	78	24	24	
11/5/2020	Stanislaus County	125	65			
11/5/2020	Sutter County	16	15			
11/5/2020	Tehama County					
11/5/2020	Trinity County					
11/5/2020	Tulare County	133	82			
11/5/2020	Tuolumne County	21	21			
11/5/2020	Ventura County	362	183			
11/5/2020	Wilton Rancheria Tribe					
11/5/2020	Yolo County	157	150			
11/5/2020	Yuba County					
11/6/2020	Alameda County	973	769	91	91	
11/6/2020	Alpine County					
11/6/2020	Amador County					
11/6/2020	Bishop Paiute Tribal Council					
11/6/2020	Butte County	108	108			
11/6/2020	Calaveras County	29				
11/6/2020	Colusa County					
11/6/2020	Contra Costa County	548	486			
11/6/2020	Del Norte County	30	29			
11/6/2020	El Dorado County	46	43			
11/6/2020	Fresno County	363	348	28	28	
11/6/2020	Glenn County					
11/6/2020	Humboldt County	74	45	15		
11/6/2020	Imperial County	136	17	80	79	
11/6/2020	Inyo County					
11/6/2020	Kern County			15	15	
11/6/2020	Kings County	64	58			
11/6/2020	Lake County					
11/6/2020	Lassen County					
11/6/2020	Los Angeles County	4,561	3,374	651	651	
11/6/2020	Madera County	23				
11/6/2020	Marin County	85	51	44		
11/6/2020	Mariposa County					
11/6/2020	Mendocino County					
11/6/2020	Merced County	40	24			
11/6/2020	Modoc County					
11/6/2020	Mono County					
11/6/2020	Monterey County	133	88	108	15	
11/6/2020	Napa County	111	99	18	12	
